Bar,Beer,Type,Price
Snakehole Lounge,Imperial Saison,beer,12.9216025
Noah's Bar,York Harbor Ale,beer,16.15703698
Frostfruit Inn,Original,beer,12.9099644
Colonial Taphouse,Hellenic Lager Beer,beer,11.08810992
LUX,312 Urban Wheat Ale,beer,13.08499712
The Winking Skeever,Peanuts,food,10.53
Paddy's Pub,Heather Ale,beer,14.43507066
Levy's,Premium Lager,beer,14.49068231
The Rusty Anchor,Hercules Double IPA,beer,11.22730006
Bunnys,Hefe-weizen,beer,11.69432214
Central Perk,Broken Halo IPA,beer,12.46990325
The Rose & Thorn,Winter Lager,beer,13.20383688
The Boom Boom Room,Gaelic Ale,beer,12.5011261
Kennedy's,Hefe-Weizen,beer,12.2973098
The Kebab & Calculator,Demolition,beer,13.12117232
Noah's Bar,Noire,beer,16.34416099
The Iron Horse,Export Ale,beer,10.89725377
The Hanged Man,Kilgubbin Red Ale,beer,12.24512082
The Pig and Whistle,Best,beer,13.78183144
McAnally's,He'Brew Jewbelation 13 Bar Mitzvah,beer,11.5195135
Wonder Bar,Premium,beer,11.75925954
The Crazy Cock,Oak Aged Beer,beer,11.90215827
Wonder Bar,Original Munich Lager,beer,10.45075979
Louie's,River Vienna Lager,beer,10.3654341
Levy's,Grand Cru,beer,14.75178771
The Drunken Clam,Copperhead Ale,beer,16.49929325
Fortune Casino,Extra Special Ale,beer,11.56721951
The Rose & Thorn,Pils im Stein,beer,14.56574665
Kelcy's,Spotted Cow Ale,beer,9.107218187
Alibi Bar,Bock,beer,13.95712414
The Queen Victoria,Autumn Lager,beer,12.70162507
O'Malley's Bar,Ridge Bock Oktoberfest,beer,16.85454421
The Globe and Anchor,Brutal Bitter,beer,11.60861447
Bob's Country Bunker,Two Hearted Ale,beer,16.81686514
LUX,Kellerweis,beer,10.07633031
Milk Club,Steamboat Shandy,beer,9.790817789
The Bada Bing,Caramel Porter,beer,13.17150051
Windpeak Inn,Organic Munster Alt,beer,11.91271468
Maxwell's Nightclub,Kapittel Pater,beer,15.33622234
Wurstbraterei,Douglas Ale,beer,9.681745983
The Moonrakers,#3 Classic Lager,beer,10.16471181
The Oak and Crosier,Snowplow Milk Stout,beer,12.68547179
The Brick,Bohemian Black Lager,beer,9.859718728
Cohan's,Schlenkerla Rauchbier Marzen,beer,10.17512621
Fangtasia,Raspberry Wheat Ale,beer,8.552765968
Mad Dog Saloon,Oak Aged Beer,beer,12.90215827
Charlie's,Solstice Imperial Stout,beer,12.11267122
Mad Dog Saloon,Steamboat Shandy,beer,9.790817789
The Crazy Cock,Blue Paddle Pilsner,beer,10.61423479
Roulette,V-Twelve,beer,12.31640671
Essence,Heather Ale,beer,10.43507066
Fortune Casino,Blue Ribbon,beer,11.71225605
Porky's,Hefe-Weiss Premium,beer,12.84915448
The Eolian,Perfect Porter,beer,11.42304118
World's End Tavern,Dunkel Weisse,beer,13.18018985
The Rose & Crown,Traditional Welsh Ale,beer,10.53141724
The Woolpack,Cask Ale,beer,16.68379421
Dead Man's Drink,Traditional Welsh Ale,beer,10.53141724
The Tropicana,Moerlein Select Lager,beer,12.17149254
The Aigburth Arms,Fine Malt Liquor,beer,12.48090366
Salieri's Bar,Ommegeddon,beer,13.45135069
Essence,Almond Stout,beer,10.08273728
Kadie's Club Pecos,Douglas Ale,beer,14.68174598
Copa,Honey Brown,beer,13.19057994
Broome's,Hen's Tooth,beer,10.23631004
The Cat & Fiddle,14er's ESB,beer,11.08455467
John McRory's Place,Light Ale,beer,10.63889088
The Sole Regret,Oktoberfest Marzen Amber,beer,8.062812968
Mancini's Family Restaurant,Dunkel Weiss,beer,12.18972249
The Thorax Bar,Illumination Double IPA,beer,12.19501123
Boobies,Blanca Nut Brown Al,beer,13.68611222
The Bada Bing,Island Wheat,beer,12.85858764
Central Perk,Summerfest,beer,12.60933244
Sandbox,Boombalatty,beer,12.63432639
The Eolian,Cleary Red Amber Ale,beer,9.099219614
Four Shields Tavern,Drool Brown Ale,beer,12.68759319
The Crab Shed,Brutal Bitter,beer,12.60861447
Playaz Club,Rugged Trail Nut Brown Ale,beer,12.05268667
The Hand of Glory,Potstickers,food,11.1
Noah's Bar,Hefe-Weisse,beer,13.63378057
The Bull,High Life,beer,11.88736757
Duke's Pub,Buckwheat Ale,beer,12.50812651
Cooper's,Bock,beer,11.95712414
The Tropicana,Premium,beer,13.75925954
The Iron Horse,Munich Dark,beer,13.80682334
The Old Pink Dog,Oktoberfest,beer,13.51963075
SaxonwoldShebeen,Special Lager,beer,14.42210031
Mr. Pubbs,Springs Premium Lager,beer,11.16565694
The Thorax Bar,Fat Boy Blue,beer,12.60276243
The Bannered Mare,XXX,beer,11.07179463
P3,Moerlein Select Lager,beer,11.17149254
Porky's,Original Munich Lager,beer,10.45075979
The Grind & Jolt Cafe,Genesis Ale,beer,9.280883672
The Oak and Crosier,Douglas Ale,beer,11.68174598
Mos Eisley Cantina,Abbey Belgian Style Ale,beer,11.77953783
Kelcy's,Pale Bock,beer,12.10933583
Braidwood Inn,Alkoholfrei,beer,15.54972599
The Cat & Fiddle,Grand Cru,beer,9.751787707
Broome's,Anniversary Ale,beer,10.14686995
The Boom Boom Room,Red,beer,12.01165898
Wurstbraterei,Premium Lager,beer,9.490682308
Daddy Crab Leg's Crab Shack,Bitter,beer,13.07331971
Pedro McKinnon,Maibock,beer,15.02560655
The Hand of Glory,60 Minute IPA,beer,15.31762692
Rick's Café Américain,Holy Grail Ale,beer,12.34905689
The Kit Kat Klub,Best Light,beer,11.24797315
The Orange Tree,Hefe-Weizen Dunkel,beer,12.11059948
Lusty Leopard,Hop Wallop,beer,12.39106785
Rolliver's Inn,Premium Light,beer,14.74733737
The Bannered Mare,Beer,beer,13.63541994
The Bamboo Lounge,Dort,beer,10.14800694
The Rose & Thorn,Blue Fin Stout,beer,14.39145403
The Tall Ship,Billy Bock,beer,12.35647141
Kelcy's,Bohemian Pilsner,beer,11.51103345
The Peach Pit,Draak,beer,15.80368143
The Hanged Man,Maibock,beer,13.02560655
Broome's,Blackberry Wheat,beer,11.65152001
Korova Milk Bar,Douglas Ale,beer,12.68174598
Louie's,Snowplow Milk Stout,beer,11.68547179
The Plumbers Arms,Moerlein Select Lager,beer,8.171492542
The Learned Goat,Mothership Wit,beer,12.22752745
Candlehearth Hall,Amber Lager,beer,10.30879211
The Rose & Thorn,Malzbier,beer,12.135653
Dead Man's Drink,Bohemian Wheat Lager,beer,11.6365102
Kelcy's,Golden Pilsner,beer,12.37779021
Samoan Joe's,Curve Ball Kolsch,beer,11.32313695
Poor Richard's,Witches Brew,beer,11.66354337
Border Watch Inn,Ice Light,beer,14.74092888
Mama Chow's Fine Dining,Special Pilsner,beer,13.32823651
The Butchers Arms,#5 Gold Beer,beer,11.05971261
World's End Tavern,Black Label,beer,15.4025626
The King and Queen Tavern,Keg Can,beer,10.31897606
Kadie's Club Pecos,La Folie,beer,16.78005201
Gallow's End Tavern,Winter Lager,beer,10.20383688
Gus's Galaxy Grill,Western Lager,beer,9.238246411
O'Malley's Bar,Summer Brew,beer,16.56778006
Old Prospector Saloon,Weissbier Dunkel,beer,10.7167395
Eden Hall,Koelsch,beer,13.22125947
Mama Chow's Fine Dining,Perros Ale,beer,13.01127678
The Mucky Duck,Special Bitter,beer,13.88131588
Bob's Country Bunker,St. Stock Ale,beer,16.70850209
The Moon Under Water,Banana Lambic,beer,10.17794225
The Thorax Bar,Snake Dog IPA,beer,12.70849598
The Count's Arms,Star Wheat Beer,beer,13.99449279
Four Shields Tavern,Native Ale,beer,13.78553317
Bunnys,Pizza,food,11.28
"The Hand & Racquet, East Cheam",Midas Touch,beer,16.92880928
Copacabana,Doggie Style Classic Pale Ale,beer,11.00935707
Kelcy's,Premium Ale,beer,11.78231244
﻿Ace of Clubs,Schlenkerla Rauchbier Marzen,beer,10.17512621
Mos Eisley Cantina,Ommegeddon,beer,12.45135069
Poor Richard's,Pilsen,beer,11.57949761
The Leaky Cauldron,Kaper,beer,10.34217998
Romanoff's,Extra Special Ale,beer,12.56721951
The Prancing Pony,Weissbier,beer,12.20937054
Windpeak Inn,Monk Madness Ale,beer,9.347564216
MacLaren's Pub,Restoration Ale,beer,11.13763858
The Peach Pit,Butt English Porter,beer,14.00666304
Mancini's Family Restaurant,Pilsen,beer,10.57949761
Deville,Gaelic Ale,beer,14.5011261
The Lamb & Flag,Hazelnut Brown Nectar,beer,12.72698446
The Crab Shed,Hammer IPA,beer,13.26910375
The Armada Room,German Style Red Ale,beer,10.87687281
O'Malley's,Bière Farmhouse Ale,beer,9.422112254
The Bada Bing,ESB,beer,11.54738914
Wurstbraterei,Doppelbock,beer,11.31695915
The Leaky Cauldron,Hopfen-Weisse,beer,12.79035825
World's End Tavern,Brau Kolsch,beer,12.03578161
The Orange Tree,Island Pils,beer,9.615066046
The Armada Room,Popcorn,food,9.5
Romanoff's,Belgian-Style Golden Ale,beer,14.22425907
Gallow's End Tavern,Rally Cap Ale,beer,8.27104248
Gus's Galaxy Grill,Abbey Ale,beer,9.697147085
Dal Riata,Auburn Ale,beer,12.63551019
Founding Fathers,Two Women New,beer,12.44041965
The Ballroom,Altfrankisches Dunkel,beer,14.95757941
Wonder Bar,#5 Gold Beer,beer,11.05971261
The Ivy Bush,Old Numbskull,beer,14.72026033
Shooters,Gold,beer,13.38772189
The Yellow Flag,Anniversary Ale,beer,8.146869952
Friendsy's,Blanca,beer,11.21078808
St. Elmo's Bar,Honey Brown,beer,12.19057994
Roulette,Chipotle Ale,beer,10.16981924
P3,St. Tankhouse Ale,beer,12.32615161
The Winking Skeever,Pils im Stein,beer,14.56574665
The Lion and Unicorn,Spotted Cow Ale,beer,10.10721819
World's End Tavern,Dark,beer,15.5934296
Playaz Club,Red Label,beer,12.24337218
Mama Chow's Fine Dining,Amber Lager,beer,10.30879211
The Plumbers Arms,Ed's Cave Creek Chili Beer,beer,8.070067802
The Place,Hazelnut Brown Nectar,beer,12.72698446
The Hanged Man,K-9 Cruiser Altitude Ale,beer,13.89409586
The Bronze,Pilsner,beer,10.67283622
Fortune Casino,Wych Ale,beer,13.34145765
Cockatoo Inn,Schlenkerla Rauchbier Marzen,beer,14.17512621
The Winchester Club,Honey Brown,beer,11.19057994
The Peach Pit,Denver Pale Ale,beer,15.01016611
Essence,& Barnes Festive Ale,beer,10.88529263
Table Salt,Pils,beer,14.15047745
The Broken Drum/The Mended Drum,Blue Heron Pale Ale,beer,11.67589462
The Globe and Anchor,Blackberry Wheat,beer,10.65152001
Rowlf's Tavern,Old Speckled Hen,beer,9.805931851
The Crazy Cock,Special Pilsner,beer,11.32823651
The Maidenhead,Irish Lager,beer,15.59427726
Daddy Crab Leg's Crab Shack,Bière Farmhouse Ale,beer,13.42211225
Dal Riata,Commemorator,beer,13.54957287
Noah's Bar,Coldfoot Pilsner,beer,14.38834706
Bodarks Bus Stop Restaurant,India Pale Ale,beer,11.50699488
The Pool Hall,Pilsen,beer,9.579497609
The Aigburth Arms,Honey Brown Lager,beer,13.91738549
The Feed Bag,Wisconsin Amber,beer,15.59439024
The Ivy Bush,High Life Light,beer,14.7291037
Charlie's,Stone Soup,beer,13.09556028
The Kebab & Calculator,Weisse Hefe-Weizen,beer,13.34560762
Playaz Club,Burton Baton,beer,15.69357612
Dugout Inn,Winter Storm,beer,11.54018156
The Yellow Flag,Burly Brown,beer,11.08692871
Silver,Black Lager,beer,11.37868059
The Hanged Man,Golden,beer,13.40483651
Y Deri Arms,Black Label,beer,16.4025626
Copa,Hazelnut Brown Nectar,beer,15.72698446
Maccadam's Old Oil House,Prima Pils,beer,14.0458074
Kennedy's,Brewmaster's Select,beer,12.9006346
Bodarks Bus Stop Restaurant,Harbor Real Ale,beer,9.86178177
The Winchester Club,River Pale Ale,beer,13.46625351
The Silver Dollar Saloon,Mountain Kolsch,beer,16.77320471
The Learned Goat,Troegenator Doppelbock,beer,13.76984901
Torchy's,Crow Ale,beer,14.5397883
The Rose & Thorn,Kaiser Imperial Oktoberfest,beer,11.55802705
The Earl Of Osbourne,Red,beer,14.01165898
The Winking Skeever,All Natural Tripel Blonde Ale,beer,11.86468998
Jack Rabbit Slim's,Red Lager,beer,13.82638735
The Pool Hall,Old Brown Ale,beer,11.98360337
SaxonwoldShebeen,British Ale,beer,13.02251754
McAnally's,Hammerhead Red Ale,beer,11.84579531
Dexter Lake Club,Malzbier,beer,12.135653
Samoan Joe's,Dead Guy Ale,beer,12.83035174
Mad Dog Saloon,Horizon Wheat,beer,10.1496191
The Crab Shed,Old Speckled Hen,beer,11.80593185
The Eolian,River Pale Ale,beer,11.46625351
Cockatoo Inn,Cherry Stout,beer,12.03500482
Broome's,Elephant Lager,beer,10.59654474
Vardi's,Amber Light,beer,9.514126521
The Oak and Crosier,American Amber Lager,beer,11.24915594
Mancini's Family Restaurant,Baltic Thunder,beer,11.22590653
The Spotted Dog,Altfrankisches Dunkel,beer,15.95757941
Bodarks Bus Stop Restaurant,Red Ale,beer,8.15201693
The Brick,Denver Pale Ale,beer,11.01016611
Duke's Pub,Lobotomy Bock,beer,13.41965075
Paddy's Pub,Winter Warmer,beer,12.6397164
The Old Haunt,Stein Beer,beer,10.07876692
Palace Saloon,Rye Porter,beer,11.2475116
Eden Hall,Sliders,food,9.64
Kennedy's,Banana Lambic,beer,13.17794225
Milliway's,River Vienna Lager,beer,10.3654341
The Malt Shovel,Traditional Red Ale,beer,8.088948088
The Broken Stool,Schwarze Weisse,beer,15.62721886
Gus's Galaxy Grill,Pub Ale,beer,10.19740025
The Grind & Jolt Cafe,Dead Guy Ale,beer,11.83035174
The Last Resort,Lambic,beer,15.75077268
The Pig and Whistle,Copper Ale,beer,10.20480885
Charlie's,Pub Draught,beer,11.80092554
The Aigburth Arms,Irish Stone Brewed Light,beer,14.94367414
The Eolian,Special Pilsner,beer,12.32823651
P3,ESB,beer,12.54738914
The Bronze,Moon Belgian White,beer,9.180876863
Lusty Leopard,Gold,beer,10.38772189
Friendsy's,Fat Boy Blue,beer,12.60276243
Night Spot,de Chambly,beer,9.489833569
Maccadam's Old Oil House,Bitter,beer,11.07331971
The Kit Kat Klub,Matilda,beer,9.776750482
John McRory's Place,Winter Brew,beer,10.1527265
The Sole Regret,Celebration Ale,beer,8.404584061
Essence,Mountain Five Malt Ale,beer,9.843175749
Kadie's Club Pecos,Titan IPA,beer,15.07172573
The Prancing Pony,Ultra,beer,10.44842697
Dagmar,Traditional Red Ale,beer,13.08894809
Dal Riata,Expedition Ale,beer,14.76177429
Grilby's,Two Women New,beer,15.44041965
Electric Psychedelic Pussycat Swingers Club,Hard Lemonade,beer,12.97758228
The Drunken Huntsman,Organic Munster Alt,beer,11.91271468
The Thorax Bar,Traditional Pilsner,beer,11.99964357
The Lamb & Flag,Wheat,beer,11.01801981
Broken Keel Tavern,Celebration Ale,beer,9.404584061
Bodarks Bus Stop Restaurant,Biersch Maibock,beer,10.11259178
The Pie Hole,One Porter,beer,12.97737954
Windpeak Inn,Bier,beer,10.67460332
Noah's Bar,Golden Caramel Lager,beer,14.6060556
Jack's Crocodile Bar,Peg Leg Imperial Stout,beer,12.20205796
Copacabana,Pedigree,beer,8.232960284
The Bloated Float Inn,Red Lager,beer,14.82638735
The Frozen Hearth,Western Lager,beer,12.23824641
The Armada Room,Ants,beer,10.37624432
Kelcy's,Strong Pale Ale,beer,12.81796121
The Leaky Cauldron,Bock,beer,11.95712414
Rovers Return Inn,Hefe-Weisse,beer,13.63378057
Table Salt,Premium Ale,beer,14.78231244
Joe's,German Style Red Ale,beer,10.87687281
The Broken Drum/The Mended Drum,Golden Caramel Lager,beer,9.606055595
The Eolian,Honey Lager,beer,11.25745025
Night Spot,Honey Red,beer,11.56215667
Night Spot,Bohemian Pilsner,beer,11.51103345
Central Perk,New York Amber,beer,13.62169209
The Learned Goat,Light Beer,beer,13.37846642
The Broken Drum/The Mended Drum,Red Ale,beer,8.15201693
The Cat & Fiddle,Blond Bock,beer,11.67530946
Callahan's Place,Canadian,beer,12.68344775
The Brass Lantern,Hefe-Weizen Dunkel,beer,16.11059948
Quark's,Douglas Ale,beer,11.68174598
The Aigburth Arms,Copperhead Ale,beer,14.49929325
Wurstbraterei,Woodstock Wheat,beer,9.586598341
Rowlf's Tavern,Imperial Saison,beer,11.9216025
Electric Psychedelic Pussycat Swingers Club,Amber,beer,10.96165882
Kelcy's,Messiah Bold,beer,12.71629936
The Oblivion Bar,Maharaja Imperial IPA,beer,12.66184745
The Peach Pit,Rally Cap Ale,beer,12.27104248
MacLaren's Pub,Belgian-Style Golden Ale,beer,12.22425907
The Learned Goat,Mai-Ur-Bock,beer,13.70448936
Vardi's,Midas Touch,beer,12.92880928
The Oblivion Bar,Ultra,beer,10.44842697
The Moonrakers,Light Ale,beer,8.638890877
The Thorax Bar,Traditional,beer,12.21017358
Trees Lounge,Brau Kolsch,beer,12.03578161
Windpeak Inn,Belgian Style Golden Ale,beer,11.13616636
The Frozen Hearth,White,beer,14.58774236
The Ballroom,Irish Stone Brewed Light,beer,14.94367414
The Aidensfield Arms,Golden Monkey,beer,15.34366814
Poor Richard's,Fine Malt Liquor,beer,12.48090366
Rosie's Bar,Solstice Imperial Stout,beer,9.112671218
The Feed Bag,IPA,beer,15.16728231
Playaz Club,Honey Brown,beer,12.19057994
The Bamboo Lounge,Hen's Tooth,beer,10.23631004
The Aidensfield Arms,XXX,beer,14.07179463
The Brick,Old Chub Scottish Style Ale,beer,10.83233123
The Cap & Bell,Super Premium Lager,beer,9.199761294
The Lion and Unicorn,Imperial Saison,beer,13.9216025
Mancini's Family Restaurant,Brown Ale,beer,12.83234763
Noah's Bar,Lager,beer,15.67466054
Torchy's,Weissbier,beer,15.20937054
Cooper's,Harbor Real Ale,beer,11.86178177
The Butchers Arms,Billy Bock,beer,10.35647141
The Cap & Bell,Golden Ale,beer,8.661445627
The Snug,Stone Soup,beer,11.09556028
The Prancing Pony,Original,beer,11.9099644
Friendsy's,Honey Cream Ale,beer,11.27566054
The Broken Drum/The Mended Drum,Cliff Hanger Ale,beer,8.368015032
The Hanged Man,Storm King Stout,beer,13.19715414
St. Elmo's Bar,Pizza,food,12.28
The Orange Tree,Mountain Tasmanian Pale Ale,beer,9.569065403
Dexter Lake Club,Light Beer,beer,13.37846642
Duke's Pub,Brau-Weisse,beer,13.07277843
Palace Saloon,Damm,beer,11.5563461
Underworld Tavern,Edel-Pils,beer,15.27459209
Fortune Casino,Salvation,beer,13.13766106
The Plot and Plaster,& Barnes Festive Ale,beer,15.88529263
The Ivy Bush,Best Light,beer,15.24797315
Old Prospector Saloon,Bavarian Style Lager,beer,12.01522014
Fortune Casino,Dead Guy Ale,beer,12.83035174
The Brass Lantern,Mild Ale,beer,13.67517139
The Thorax Bar,de Charleroi White Ale,beer,10.89772159
Dagmar,Blanca,beer,15.21078808
Cockatoo Inn,Brau Kolsch,beer,12.03578161
The Orange Tree,Holy Grail Ale,beer,10.34905689
The Bannered Mare,Bavarian Lager,beer,11.32872313
The Armada Room,Butt English Porter,beer,12.00666304
The Kit Kat Klub,Brau Kolsch,beer,8.035781613
Scarlet Raven Tavern,Winter Storm,beer,10.54018156
Paddy's Pub,Springs Premium Lager,beer,13.16565694
The Broken Drum/The Mended Drum,Broken Halo IPA,beer,10.46990325
Copa,Doppelbock,beer,16.31695915
The Railway Arms,Chocolate Stout,beer,9.319965969
Trees Lounge,Extra Special Ale,beer,13.56721951
The Ivy Bush,Old Brown Ale,beer,14.98360337
Quark's,Original White Ale,beer,10.06052528
The Drunken Clam,Yeti Oak Aged Imperial Stout,beer,15.6749208
Cafe Rene,Weissbier Dunkel,beer,10.7167395
The Moon Under Water,Moerlein Select Lager,beer,9.171492542
Rowlf's Tavern,Organic Munster Alt,beer,11.91271468
The Yellow Flag,Pub Ale,beer,9.197400254
The Woolpack,California IPA,beer,15.77224185
The Kit Kat Klub,Vintage Ale,beer,11.78488259
The Yellow Flag,Long Iron Bohemian Style Pilsner,beer,8.760297529
World's End Tavern,#3 Classic Lager,beer,14.16471181
The Learned Goat,Golden Pilsner,beer,14.37779021
Friendsy's,Kellerweis,beer,9.076330311
Wurstbraterei,Honey Weiss,beer,8.118604897
The Last Chance Saloon,Baron Ale,beer,10.18135174
The Moon Under Water,Imperial Saison,beer,12.9216025
St. Elmo's Bar,Chocolate Porter,beer,15.06384039
Grilby's,Pilsen,beer,12.57949761
Y Deri Arms,Bavarian Lager,beer,14.32872313
Trees Lounge,Desert Pils,beer,14.55768757
The Pie Hole,Tripel Reserve,beer,11.21948223
The Hanged Man,Elbow,beer,12.22102109
Free the Paedos,Imperial Pale Ale,beer,9.232659884
Electric Psychedelic Pussycat Swingers Club,Oktoberfest Marzen Amber,beer,10.06281297
The Boom Boom Room,Pur Malt,beer,12.22635707
The Kit Kat Klub,Bohemian Pilsner,beer,10.51103345
Rolliver's Inn,High Life,beer,14.88736757
Palace Saloon,Scotch Ale,beer,13.04191238
Roulette,London Pride,beer,13.57636677
The Cap & Bell,Pikantus Dunkler Weizenbock,beer,10.87247119
The Frozen Hearth,Bier,beer,14.67460332
Elfsong Tavern,Ridge Bock Oktoberfest,beer,15.85454421
Copa,Pedigree,beer,13.23296028
The Shakespeare,Woman From Hell Extra IPA,beer,10.06221757
Vardi's,Belgian Style Dubbel,beer,9.062576799
The Rusty Anchor,Dutch Amber,beer,13.64922613
Essence,Red Banshee Ale,beer,9.497131576
The Moon Under Water,Native Ale,beer,11.78553317
Poison,Damm,beer,13.5563461
Poor Richard's,Crow Ale,beer,13.5397883
SaxonwoldShebeen,Sour Brown Ale,beer,14.1664484
Braidwood Inn,Blue Paddle Pilsner,beer,15.61423479
John McRory's Place,Pub Draught,beer,10.80092554
Silver,Organic Munster Alt,beer,14.91271468
The Lamb & Flag,Butte Porter,beer,10.15055629
Cafe Rene,Nest Weizen,beer,12.87695102
P3,Kaiser Imperial Oktoberfest,beer,11.55802705
The Aidensfield Arms,Export Ale,beer,13.89725377
Cockatoo Inn,Skinny Dip Beer,beer,15.70660057
The Shakespeare,Buck German Alt,beer,11.87699243
Kadie's Club Pecos,Monk Madness Ale,beer,14.34756422
Cocktails and Dreams,Springs Premium Lager,beer,9.165656935
The Broken Drum/The Mended Drum,Woody Creek White,beer,9.256128258
Bob's Country Bunker,Country Chase Ale,beer,14.86549984
Tavern of Time,Red,beer,14.01165898
John McRory's Place,Bohemian Wheat Lager,beer,13.6365102
The Armada Room,Dale's Pale Ale,beer,11.68574182
The Drowned Trout,Lightning Bold Gold,beer,16.69584671
Mad Dog Saloon,Ginseng Brew,beer,12.39398056
Cohan's,Snowplow Milk Stout,beer,10.68547179
Central Perk,Razzberri Ale,beer,12.50220647
The Lion and Unicorn,Pils,beer,12.15047745
The Frozen Hearth,Dry Hopped Saint Rogue Red Ale,beer,12.65920309
Puzzles,Oktoberfest,beer,14.51963075
Old Prospector Saloon,Quesadillas,food,9.79
The Moon Under Water,Witches Brew,beer,9.663543371
Copa,Pils,beer,15.15047745
The Winchester Tavern,Turbodog,beer,9.46603984
McAnally's,Transatlantique Kriek,beer,11.22925008
The Pool Hall,Two Hearted Ale,beer,12.81686514
Night Spot,Snowplow Milk Stout,beer,11.68547179
The Buck's Head Inn,Cask Ale,beer,15.68379421
The Orange Tree,Lightning Bold Gold,beer,12.69584671
Border Watch Inn,Springs Premium Lager,beer,14.16565694
Romanoff's,Bavarian Style Lager,beer,14.01522014
Gus's Galaxy Grill,Traditional,beer,12.21017358
St. Elmo's Bar,Maibock,beer,14.02560655
Duke's Pub,Crack'd Wheat,beer,15.4861103
Samoan Joe's,Hammerhead Red Ale,beer,11.84579531
The Broken Stool,Hercules Double IPA,beer,13.22730006
The Kebab & Calculator,Two Women New,beer,15.44041965
The Cap & Bell,Heather Ale,beer,10.43507066
The Leaky Cauldron,Blithering Idiot,beer,10.75647226
The Tropicana,471 ESB,beer,12.76663681
The Rose & Thorn,Black Porter,beer,12.46892038
Rick's Café Américain,Pikantus Dunkler Weizenbock,beer,13.87247119
﻿Ace of Clubs,Genuine Draft,beer,11.23640342
The Armada Room,Brau Kolsch,beer,10.03578161
Gus's Galaxy Grill,Black Lager,beer,9.378680587
Samoan Joe's,River Pale Ale,beer,12.46625351
Tabard,Double Bag Ale,beer,14.95580848
Essence,Garry Dark Ale,beer,10.87877497
Essence,Prima Pils,beer,11.0458074
Wandin Valley RSL,Heather Ale,beer,10.43507066
Four Shields Tavern,Gonzo Imperial Porter,beer,11.81524309
The Brick,Monk Madness Ale,beer,9.347564216
The Admiral Benbow Inn,Prima Pils,beer,15.0458074
Korova Milk Bar,#3 Classic Lager,beer,13.16471181
Brady Pub,Abbey Ale,beer,10.69714708
Mr. Pubbs,Einbock,beer,11.67393065
Charlie's,Crack'd Wheat,beer,14.4861103
Rolliver's Inn,Uber Pils,beer,13.75119071
Bunnys,Keg Can,beer,11.31897606
McAnally's,Perfect Porter,beer,12.42304118
Fangtasia,River Porter,beer,9.794364619
Daddy Crab Leg's Crab Shack,Storm King Stout,beer,15.19715414
The Feathers,Original White Ale,beer,9.060525285
The Orange Tree,Cask Ale,beer,12.68379421
Jack's Crocodile Bar,Summer Brew,beer,15.56778006
The Cat & Fiddle,Slam Dunkel,beer,8.099303758
Wurstbraterei,Premium Czech Dark Lager,beer,8.924190143
Porky's,Willie Stout,beer,13.0611969
The Winchester Tavern,Piva Bohemian Pilsner,beer,8.974204868
Dal Riata,Blackout Stout,beer,13.76046639
Cafe Rene,Old Brown Ale,beer,11.98360337
Eden Hall,471 ESB,beer,10.76663681
Rosie's Bar,312 Urban Wheat Ale,beer,11.08499712
The Snug,Classica,beer,12.20037924
The Peach Pit,Blanca Nut Brown Al,beer,12.68611222
The Rose & Crown,Straight Arrow Ale,beer,10.06784324
The Oak and Crosier,Malzbier,beer,11.135653
The Last Chance Saloon,Bière Farmhouse Ale,beer,8.422112254
Maccadam's Old Oil House,Honey Lager,beer,13.25745025
Dugout Inn,Amber Ale,beer,10.30406527
The Pie Hole,Doggie Style Classic Pale Ale,beer,14.00935707
The Bull,Hop Wallop,beer,12.39106785
The Mucky Duck,Amber,beer,11.96165882
The Crazy Cock,Broken Halo IPA,beer,10.46990325
Rolliver's Inn,Double Barrel Ale,beer,15.99562115
Boobies,Dancing Man Wheat,beer,15.65655364
Louie's,Golden Pilsner,beer,12.37779021
Rovers Return Inn,Weisse,beer,14.61754716
The Railway Arms,Black Lager,beer,8.378680587
Eden Hall,Copperhead Ale,beer,13.49929325
The Lion and Unicorn,Organic Belgian Ale,beer,11.81345971
Shooters,Bock,beer,14.95712414
Grilby's,Best,beer,15.78183144
The Old Haunt,Traditional Welsh Ale,beer,12.53141724
Kennedy's,Biersch Maibock,beer,14.11259178
The Iron Horse,Old Scratch Amber Lager,beer,13.03548118
MacLaren's Pub,Fried pickles,food,7.7
The Old Pink Dog,Weisse Hefe-Weizen,beer,13.34560762
Seagrass,Extra Stout,beer,12.7160949
The Learned Goat,Hammer IPA,beer,14.26910375
Cocktails and Dreams,Nest Weizen,beer,11.87695102
Border Watch Inn,Hercules Double IPA,beer,13.22730006
The Plumbers Arms,La Folie,beer,11.78005201
Four Shields Tavern,Hefe-Weizen Dunkel,beer,14.11059948
The Globe and Anchor,Summer Shandy,beer,9.400148632
The Snug,Road Dog Scottish Porter,beer,11.48947722
Samoan Joe's,Copperhead Ale,beer,13.49929325
Romanoff's,Eisphyre,beer,14.40386427
Cooper's,Hefe-Weiss Premium,beer,12.84915448
The Pig and Whistle,Amber Light,beer,10.51412652
The Winchester Tavern,Premium Light,beer,9.747337374
The Admiral Benbow Inn,Ale,beer,13.68362194
Mr. Pubbs,Fraises Lambic,beer,12.47850727
Broome's,Oak Aged Beer,beer,13.90215827
